glottocode	AUTOTYP_area	Name	iso639_3	level	endangerment_status	desc_status	Parent_ID	Language_level_name	Top_genetic_unit_ID	Family_name	Path	Countries	Longitude	Latitude	Macroarea	Isolate	Family_name_isolates_distinct	Top_genetic_unit_ID_isolates_distinct	Language_level_ID	Name_stripped	Name_stripped_no_spaces	Family_color
east2303	Inner Asia	Archaic Finnish Swedish	NOCODE_Archaic-Finnish-Swedish	language	NA	grammar_sketch	east2781	Archaic Finnish Swedish	indo1319	Indo-European	indo1319/germ1287/nort3152/nort3160/nort3266/east2780/east2781/east2303	NA	21.348611	62.476944	Eurasia	No	Indo-European	indo1319	east2303	Archaic Finnish Swedish	Archaic_Finnish_Swedish	#D0E889
east2782	S Africa	Eastern Kikongo	NOCODE_Eastern-Kikongo	language	NA	grammar_sketch	sout3249	Eastern Kikongo	atla1278	Atlantic-Congo	atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/kong1295/kong1296/kiko1234/core1256/sout3249/east2782	CD	15.5	-5.25	Africa	No	Atlantic-Congo	atla1278	east2782	Eastern Kikongo	Eastern_Kikongo	#D38D93
east2812	N Coast Asia	Northeast Itelmen	NOCODE_East-Itelmen	language	extinct	wordlist	kamc1243	Northeast Itelmen	chuk1271	Chukotko-Kamchatkan	chuk1271/kamc1243/east2812	RU	162.486163	57.596103	Eurasia	No	Chukotko-Kamchatkan	chuk1271	east2812	Northeast Itelmen	Northeast_Itelmen	#D5C211
ekaa1234	Southeast Asia	Eka	ekb	language	NA	phonology	lalo1240	Eka	sino1245	Sino-Tibetan	sino1245/burm1265/lolo1265/lolo1267/nili1235/liso1234/nucl1734/lisu1252/lalu1234/lalo1240/ekaa1234	CN	99.865	23.475	Eurasia	No	Sino-Tibetan	sino1245	ekaa1234	Eka	Eka	#F438EF
enga1253	Interior New Guinea	Enga Sign Language	NOCODE_Enga-Sign	language	NA	grammar_sketch	vill1244	Enga Sign Language	sign1238	Sign Language	sign1238/vill1244/enga1253	PG	143.441436	-5.408371	Papunesia	No	Sign Language	sign1238	enga1253	Enga Sign Language	Enga_Sign_Language	#F671A7
envu1234	NE South America	Envuelto	NOCODE_Envuelto	language	NA	comparative	uncl1493	Envuelto	uncl1493	Unclassifiable	uncl1493/envu1234	CO	-70.944973	-0.0355621	South America	No	Unclassifiable	uncl1493	envu1234	Envuelto	Envuelto	#AAB7B0
erie1238	E North America	Erie	NOCODE_Erie	language	NA	comparative	uncl1493	Erie	uncl1493	Unclassifiable	uncl1493/erie1238	US	-79.64	42.158	North America	No	Unclassifiable	uncl1493	erie1238	Erie	Erie	#AAB7B0
eski1266	Alaska-Oregon	Herschel Island Eskimo Trade Jargon	NOCODE_Pidgin-Herschel-Eskimo	language	NA	grammar_sketch	eski1267	Herschel Island Eskimo Trade Jargon	pidg1258	Pidgin	pidg1258/eski1267/eski1266	US	-152.01	70.11	North America	No	Pidgin	pidg1258	eski1266	Herschel Island Eskimo Trade Jargon	Herschel_Island_Eskimo_Trade_Jargon	#D77AA4
esto1259	Inner Asia	Estonian Swedish	NOCODE_Estonian-Swedish	language	NA	long_grammar	east2781	Estonian Swedish	indo1319	Indo-European	indo1319/germ1287/nort3152/nort3160/nort3266/east2780/east2781/esto1259	EE	23.45	59.05472	Eurasia	No	Indo-European	indo1319	esto1259	Estonian Swedish	Estonian_Swedish	#D0E889
eude1234	Mesoamerica	Eudeve	NOCODE_Eudeve	language	extinct	grammar_sketch	opat1247	Eudeve	utoa1244	Uto-Aztecan	utoa1244/sout3136/opat1247/eude1234	MX	-110	28.5	North America	No	Uto-Aztecan	utoa1244	eude1234	Eudeve	Eudeve	#F3B095
extr1248	African Savannah	Extreme North Cameroon Sign Language	NOCODE_Extreme-North-Cameroon-Sign	language	NA	overview	vill1244	Extreme North Cameroon Sign Language	sign1238	Sign Language	sign1238/vill1244/extr1248	CM	14.315833	10.597222	Africa	No	Sign Language	sign1238	extr1248	Extreme North Cameroon Sign Language	Extreme_North_Cameroon_Sign_Language	#F671A7
fnqi1234	N Australia	Far North Queensland Indigenous Sign Language	NOCODE_Far-North-Queensland-Indigenous-Sign	language	NA	overview	vill1244	Far North Queensland Indigenous Sign Language	sign1238	Sign Language	sign1238/vill1244/fnqi1234	AU	142.923879	-14.830544	Australia	No	Sign Language	sign1238	fnqi1234	Far North Queensland Indigenous Sign Language	Far_North_Queensland_Indigenous_Sign_Language	#F671A7
fore1274	Inner Asia	Forest Nenets	NOCODE_Forest-Nenets	language	shifting	grammar	nene1251	Forest Nenets	ural1272	Uralic	ural1272/samo1298/enet1251/nene1251/fore1274	RU	71.97	63.72	Eurasia	No	Uralic	ural1272	fore1274	Forest Nenets	Forest_Nenets	#DB63D8
fren1280	Mesoamerica	French Harbour Sign Language	NOCODE_French-Harbour-Sign	language	NA	overview	vill1244	French Harbour Sign Language	sign1238	Sign Language	sign1238/vill1244/fren1280	NA	-86.461386	16.35726	North America	No	Sign Language	sign1238	fren1280	French Harbour Sign Language	French_Harbour_Sign_Language	#F671A7
gamb1259	African Savannah	Gambian Sign Language	NOCODE_Gambian-Sign	language	NA	dictionary	asli1244	Gambian Sign Language	sign1238	Sign Language	sign1238/deaf1237/lsfi1234/asli1244/gamb1259	GM	-16.580639	13.453444	Africa	No	Sign Language	sign1238	gamb1259	Gambian Sign Language	Gambian_Sign_Language	#F671A7
game1240	NE South America	Gamela of Viana	NOCODE_Gamella	language	NA	wordlist	uncl1493	Gamela of Viana	uncl1493	Unclassifiable	uncl1493/game1240	BR	-45.1835185	-3.2913381	South America	No	Unclassifiable	uncl1493	game1240	Gamela of Viana	Gamela_of_Viana	#AAB7B0
geic1236	NE South America	Geico	NOCODE_Geico	language	extinct	wordlist	jeee1236	Geico	nucl1710	Nuclear-Macro-Je	nucl1710/jeee1236/geic1236	BR	-43	-6.56	South America	No	Nuclear-Macro-Je	nucl1710	geic1236	Geico	Geico	#5399E5
geor1254	Greater Mesopotamia	Georgian Sign Language	NOCODE_Georgian-Sign	language	NA	dictionary	russ1270	Georgian Sign Language	sign1238	Sign Language	sign1238/deaf1237/russ1270/geor1254	GE	44.813437	41.727762	Eurasia	No	Sign Language	sign1238	geor1254	Georgian Sign Language	Georgian_Sign_Language	#F671A7
ghar1240	N Africa	Ghardaia Sign Language	NOCODE_Ghardaia-Sign-Language	language	NA	wordlist	vill1244	Ghardaia Sign Language	sign1238	Sign Language	sign1238/vill1244/ghar1240	DZ	3.666667	32.483333	Africa	No	Sign Language	sign1238	ghar1240	Ghardaia Sign Language	Ghardaia_Sign_Language	#F671A7
giri1245	Greater Abyssinia	Girirra	NOCODE_Girirra	language	not endangered	specific_feature	east2653	Girirra	afro1255	Afro-Asiatic	afro1255/cush1243/east2699/lowl1267/sout3055/main1283/omot1245/east2653/giri1245	ET	42.17	5.76	Africa	No	Afro-Asiatic	afro1255	giri1245	Girirra	Girirra	#F04EC2
gize1234	African Savannah	Gizey	NOCODE_Gizey	language	not endangered	phonology	masa1324	Gizey	afro1255	Afro-Asiatic	afro1255/chad1250/masa1323/nort3157/masa1324/gize1234	TD	15.269103	10.023278	Africa	No	Afro-Asiatic	afro1255	gize1234	Gizey	Gizey	#F04EC2
guar1294	NE South America	Guaru	NOCODE_Guaru	language	extinct	wordlist	yucu1252	Guaru	araw1281	Arawakan	araw1281/nort2990/inla1264/japu1236/nucl1764/yucu1252/guar1294	CO	-71.65	-0.25	South America	No	Arawakan	araw1281	guar1294	Guaru	Guaru	#B1D193
guaz1234	Mesoamerica	Guazapar	NOCODE_Guazapar	language	extinct	grammar_sketch	tara1326	Guazapar	utoa1244	Uto-Aztecan	utoa1244/sout3136/tara1326/guaz1234	MX	-108.279	27.357	North America	No	Uto-Aztecan	utoa1244	guaz1234	Guazapar	Guazapar	#F3B095
gube1234	African Savannah	Gubeeher-Gufangor-Gubelor	NOCODE_Gubeeher-Gufangor-Gubelor	language	shifting	grammar_sketch	bain1264	Gubeeher-Gufangor-Gubelor	atla1278	Atlantic-Congo	atla1278/nort3146/wolo1248/east2703/bain1264/gube1234	NG	-17.19	12.56	Africa	No	Atlantic-Congo	atla1278	gube1234	GubeeherGufangorGubelor	GubeeherGufangorGubelor	#D38D93
gudj1237	N Australia	Gudjal	NOCODE_Gudjal	language	extinct	wordlist	nort2757	Gudjal	pama1250	Pama-Nyungan	pama1250/grea1282/guwa1245/mari1445/nort2757/gudj1237	AU	144.6482584	-19.44157406	Australia	No	Pama-Nyungan	pama1250	gudj1237	Gudjal	Gudjal	#E4DAF7
guen1235	SE South America	Güenoa	NOCODE_Guenoa	language	extinct	text	char1238	Güenoa	char1238	Charruan	char1238/guen1235	UY	-54.473877	-33.810189	South America	No	Charruan	char1238	guen1235	Guenoa	Guenoa	#5CF6F8
guer1242	NE South America	Gueren	NOCODE_Gueren	language	extinct	wordlist	aimo1246	Gueren	nucl1710	Nuclear-Macro-Je	nucl1710/aimo1246/guer1242	BR	-39.61441	-17.726974	South America	No	Nuclear-Macro-Je	nucl1710	guer1242	Gueren	Gueren	#5399E5
guin1258	NE South America	Guinau	NOCODE_Guinau	language	extinct	wordlist	alto1250	Guinau	araw1281	Arawakan	araw1281/nort2990/inla1264/alto1250/guin1258	BR	-64.73877	4.797607	South America	No	Arawakan	araw1281	guin1258	Guinau	Guinau	#B1D193
guin1260	African Savannah	Guinea-Bissau Sign Language	NOCODE_Guinea-Bissau-Sign	language	NA	dictionary	vill1244	Guinea-Bissau Sign Language	sign1238	Sign Language	sign1238/vill1244/guin1260	GW	-15.591553	11.859297	Africa	No	Sign Language	sign1238	guin1260	GuineaBissau Sign Language	GuineaBissau_Sign_Language	#F671A7
gurg1241	Greater Mesopotamia	Gurgani	NOCODE_Gurgani	language	extinct	dictionary	casp1236	Gurgani	indo1319	Indo-European	indo1319/indo1320/iran1269/cent2317/cent2318/nort3177/casp1236/gurg1241	IR	54.43	36.83	Eurasia	No	Indo-European	indo1319	gurg1241	Gurgani	Gurgani	#D0E889
gutn1238	Europe	Archaic Gutnish	NOCODE_Archaic-Gutnish	language	shifting	grammar_sketch	nort3266	Archaic Gutnish	indo1319	Indo-European	indo1319/germ1287/nort3152/nort3160/nort3266/gutn1238	NA	19.1629	57.95167	Eurasia	No	Indo-European	indo1319	gutn1238	Archaic Gutnish	Archaic_Gutnish	#D0E889
guwa1244	S Australia	Guwar	NOCODE_Guwar	language	extinct	wordlist	band1357	Guwar	pama1250	Pama-Nyungan	pama1250/sout3135/news1235/band1357/guwa1244	AU	153.3998245	-27.16698973	Australia	No	Pama-Nyungan	pama1250	guwa1244	Guwar	Guwar	#E4DAF7
guya1250	S Australia	Guyambal	NOCODE_Guyambal	language	extinct	wordlist	yuga1242	Guyambal	pama1250	Pama-Nyungan	pama1250/east2770/yuga1242/guya1250	AU	151	-29.1	Australia	No	Pama-Nyungan	pama1250	guya1250	Guyambal	Guyambal	#E4DAF7
guya1253	NE South America	Guyana Sign Language	NOCODE_Guyana-Sign	language	NA	dictionary	unun9986	Guyana Sign Language	sign1238	Sign Language	sign1238/deaf1237/unun9986/guya1253	GY	-58.151363	6.795809	South America	No	Sign Language	sign1238	guya1253	Guyana Sign Language	Guyana_Sign_Language	#F671A7
gwar1240	African Savannah	Gwara	NOCODE_Gwara	language	shifting	wordlist	koro1301	Gwara	atla1278	Atlantic-Congo	atla1278/volt1241/benu1247/benu1248/west2801/nort3184/koro1301/gwar1240	NG	7.88	9.49	Africa	No	Atlantic-Congo	atla1278	gwar1240	Gwara	Gwara	#D38D93
hama1241	African Savannah	Ham	NOCODE_Ham	language	shifting	phonology	marb1244	Ham	afro1255	Afro-Asiatic	afro1255/chad1250/masa1323/nort3157/marb1244/hama1241	TD	15.590037	9.951721	Africa	No	Afro-Asiatic	afro1255	hama1241	Ham	Ham	#F04EC2
hara1258	African Savannah	Haraza	NOCODE_Haraza	language	extinct	wordlist	unun9942	Haraza	nubi1251	Nubian	nubi1251/west2781/cent2232/unun9942/hara1258	SD	30.417	15.083	Africa	No	Nubian	nubi1251	hara1258	Haraza	Haraza	#C8C096
haun1238	N Coast New Guinea	Hauna Trade Language	NOCODE_Hauna	language	NA	overview	sepi1259	Hauna Trade Language	pidg1258	Pidgin	pidg1258/sepi1259/haun1238	PG	141.625658	-4.292336	Papunesia	No	Pidgin	pidg1258	haun1238	Hauna Trade Language	Hauna_Trade_Language	#D77AA4
haus1240	SE South America	Haush	NOCODE_Haush	language	extinct	wordlist	insu1253	Haush	chon1288	Chonan	chon1288/insu1253/haus1240	CL	-65.5	-54.7	South America	No	Chonan	chon1288	haus1240	Haush	Haush	#F1F18D
hind1273	Europe	Hindeloopen-Molkwerum Frisian	NOCODE_Hindeloopen	language	NA	grammar_sketch	mode1264	Hindeloopen-Molkwerum Frisian	indo1319	Indo-European	indo1319/germ1287/nort3152/west2793/nort3175/angl1264/fris1239/mode1264/hind1273	NL	5.4013	52.9427	Eurasia	No	Indo-European	indo1319	hind1273	HindeloopenMolkwerum Frisian	HindeloopenMolkwerum_Frisian	#D0E889
hiri1235	S New Guinea	Trading Eleman	NOCODE_Hiri-Motu-Trading-Eleman	language	NA	grammar_sketch	motu1248	Trading Eleman	pidg1258	Pidgin	pidg1258/motu1248/hiri1235	PG	146.23458	-8.31658	Papunesia	No	Pidgin	pidg1258	hiri1235	Trading Eleman	Trading_Eleman	#D77AA4
hiri1236	S New Guinea	Trading Koriki	NOCODE_Hiri-Motu-Trading-Koriki	language	NA	grammar_sketch	motu1248	Trading Koriki	pidg1258	Pidgin	pidg1258/motu1248/hiri1236	PG	144.912033	-7.775138	Papunesia	No	Pidgin	pidg1258	hiri1236	Trading Koriki	Trading_Koriki	#D77AA4
hora1238	Oceania	Horace Holden's Pidgin Tobi	NOCODE_Horace-Holdens-Pidgin-Tobi	language	NA	minimal	tobi1240	Horace Holden's Pidgin Tobi	pidg1258	Pidgin	pidg1258/tobi1240/hora1238	PW	131.172218	3.005176	Papunesia	No	Pidgin	pidg1258	hora1238	Horace Holden?s Pidgin Tobi	Horace_Holden?s_Pidgin_Tobi	#D77AA4
huet1235	Mesoamerica	Huetar	NOCODE_Huetar	language	extinct	phonology	voti1248	Huetar	chib1249	Chibchan	chib1249/core1252/voti1248/huet1235	CR	-84.255066	10.159775	North America	No	Chibchan	chib1249	huet1235	Huetar	Huetar	#F5CAEF
icel1248	Europe	Icelandic-Basque Pidgin	NOCODE_Icelandic-Basque-Pidgin	language	NA	minimal	icel1249	Icelandic-Basque Pidgin	pidg1258	Pidgin	pidg1258/icel1249/icel1248	IS	-22.3	65.78	Eurasia	No	Pidgin	pidg1258	icel1248	IcelandicBasque Pidgin	IcelandicBasque_Pidgin	#D77AA4
imun1234	S New Guinea	Imunga Trade Language	NOCODE_Imunga-Trade	language	NA	minimal	meke1244	Imunga Trade Language	pidg1258	Pidgin	pidg1258/meke1244/imun1234	PG	146.565049	-8.07528	Papunesia	No	Pidgin	pidg1258	imun1234	Imunga Trade Language	Imunga_Trade_Language	#D77AA4
inga1254	SE South America	Ingain	NOCODE_Ingain	language	extinct	wordlist	inga1253	Ingain	nucl1710	Nuclear-Macro-Je	nucl1710/jeee1236/jeme1246/inga1253/inga1254	BR	-54.254151	-24.621052	South America	No	Nuclear-Macro-Je	nucl1710	inga1254	Ingain	Ingain	#5399E5
ioit1234	S New Guinea	Ioi Trade Jargon	NOCODE_Ioi	language	NA	minimal	meke1244	Ioi Trade Jargon	pidg1258	Pidgin	pidg1258/meke1244/ioit1234	PG	146.586897	-8.103849	Papunesia	No	Pidgin	pidg1258	ioit1234	Ioi Trade Jargon	Ioi_Trade_Jargon	#D77AA4
ipai1240	Mesoamerica	Ipai	NOCODE_Ipai	language	moribund	grammar	dieg1234	Ipai	coch1271	Cochimi-Yuman	coch1271/yuma1250/gene1244/delt1253/dieg1234/ipai1240	US	-116.993	33.005	North America	No	Cochimi-Yuman	coch1271	ipai1240	Ipai	Ipai	#F9ECF0
iraq1246	Greater Mesopotamia	Iraqi Sign Language	NOCODE_Iraqi-Sign	language	NA	overview	leva1240	Iraqi Sign Language	sign1238	Sign Language	sign1238/deaf1237/arab1398/leva1240/iraq1246	US	44.377867	33.308738	Eurasia	No	Sign Language	sign1238	iraq1246	Iraqi Sign Language	Iraqi_Sign_Language	#F671A7
isim1234	S Africa	Isimjeega-Rootigaanga	NOCODE_Isimjeega	language	not endangered	phonology	nort3277	Isimjeega-Rootigaanga	nilo1247	Nilotic	nilo1247/sout2830/tato1241/geme1247/nort3277/isim1234	TZ	35.42881	-3.423772	Africa	No	Nilotic	nilo1247	isim1234	IsimjeegaRootigaanga	IsimjeegaRootigaanga	#CCCBF8
jamt1238	Europe	Jamtska	jmk	language	NA	grammar_sketch	narr1283	Jamtska	indo1319	Indo-European	indo1319/germ1287/nort3152/nort3160/nort3266/narr1283/jamt1238	SE	14.67	63	Eurasia	No	Indo-European	indo1319	jamt1238	Jamtska	Jamtska	#D0E889
jana1236	African Savannah	Jan-Awei	NOCODE_Jan-Awei	language	extinct	overview	juku1259	Jan-Awei	atla1278	Atlantic-Congo	atla1278/volt1241/benu1247/juku1257/cent2241/juku1258/juku1259/jana1236	NG	11.384125	9.661135	Africa	No	Atlantic-Congo	atla1278	jana1236	JanAwei	JanAwei	#D38D93
japh1234	Southeast Asia	Japhug	NOCODE_Japhug	language	shifting	long_grammar	jiar1240	Japhug	sino1245	Sino-Tibetan	sino1245/burm1265/naqi1236/qian1263/rgya1241/core1262/jiar1240/japh1234	CN	102.36	32.1	Eurasia	No	Sino-Tibetan	sino1245	japh1234	Japhug	Japhug	#F438EF
jede1239	Southeast Asia	Jedek	NOCODE_Jedek	language	not endangered	grammar_sketch	menr1235	Jedek	aust1305	Austroasiatic	aust1305/asli1243/cent1987/nort2682/mani1290/menr1235/jede1239	MY	101.75	5.3	Papunesia	No	Austroasiatic	aust1305	jede1239	Jedek	Jedek	#D8CCBB
jesu1239	NE South America	Jesuit-Maynas	NOCODE_Jesuit-Maynas	language	extinct	text	main1277	Jesuit-Maynas	cahu1265	Cahuapanan	cahu1265/main1277/jesu1239	PE	-76.577683	-4.444587	South America	No	Cahuapanan	cahu1265	jesu1239	JesuitMaynas	JesuitMaynas	#9831B7
jito1235	Mesoamerica	Jitotolteco	NOCODE_Jitotolteco	language	not endangered	grammar_sketch	chia1261	Jitotolteco	mixe1284	Mixe-Zoque	mixe1284/zoqu1261/chia1261/jito1235	MX	-92.858395	17.054524	North America	No	Mixe-Zoque	mixe1284	jito1235	Jitotolteco	Jitotolteco	#DAF8A6
jizh1234	Southeast Asia	Jizhao	NOCODE_Jizhao	language	moribund	grammar_sketch	beic1239	Jizhao	taik1256	Tai-Kadai	taik1256/kamt1241/daic1237/nort3326/bese1244/beic1239/jizh1234	CN	110.868	21.388	Eurasia	No	Tai-Kadai	taik1256	jizh1234	Jizhao	Jizhao	#1EAE73
joaq1235	NE South America	Joaquiniano	NOCODE_Joaquiniano	language	extinct	wordlist	baur1254	Joaquiniano	araw1281	Arawakan	araw1281/sout3131/boli1260/baur1255/baur1254/joaq1235	BO	-64.67	-13.4	South America	No	Arawakan	araw1281	joaq1235	Joaquiniano	Joaquiniano	#B1D193
jova1234	Mesoamerica	Jova	NOCODE_Jova	language	extinct	specific_feature	unun9947	Jova	utoa1244	Uto-Aztecan	utoa1244/sout3136/unun9947/jova1234	MX	-109	28.5	North America	No	Uto-Aztecan	utoa1244	jova1234	Jova	Jova	#F3B095
juma1250	NE South America	Jumana	NOCODE_Jumana	language	extinct	wordlist	unun9933	Jumana	araw1281	Arawakan	araw1281/nort2990/inla1264/japu1236/unun9933/juma1250	CO	-69.195557	-1.77291	South America	No	Arawakan	araw1281	juma1250	Jumana	Jumana	#B1D193
jupu1235	NE South America	Yupua	NOCODE_Jupua	language	extinct	wordlist	yupu1234	Yupua	tuca1253	Tucanoan	tuca1253/east2698/west2789/cube1243/yupu1234/jupu1235	CO	-70	-0.5	South America	No	Tucanoan	tuca1253	jupu1235	Yupua	Yupua	#A7E278
juri1235	NE South America	Juri	NOCODE_Juri	language	extinct	wordlist	ticu1244	Juri	ticu1244	Ticuna-Yuri	ticu1244/juri1235	CO	-69.984741	-1.358881	South America	No	Ticuna-Yuri	ticu1244	juri1235	Juri	Juri	#AE8BBE
kafr1234	Greater Mesopotamia	Kafr Qasem Sign Language	NOCODE_Kafr-Qasem-Sign	language	NA	specific_feature	vill1244	Kafr Qasem Sign Language	sign1238	Sign Language	sign1238/vill1244/kafr1234	IL	34.9751	32.1151	Eurasia	No	Sign Language	sign1238	kafr1234	Kafr Qasem Sign Language	Kafr_Qasem_Sign_Language	#F671A7
kais1242	NE South America	Kaishana	NOCODE_Kaishana	language	extinct	wordlist	japu1236	Kaishana	araw1281	Arawakan	araw1281/nort2990/inla1264/japu1236/kais1242	BR	-67.419434	-1.656507	South America	No	Arawakan	araw1281	kais1242	Kaishana	Kaishana	#B1D193
kaja1257	NE South America	Kajana Sign Language	NOCODE_Kajana-Sign	language	NA	specific_feature	vill1244	Kajana Sign Language	sign1238	Sign Language	sign1238/vill1244/kaja1257	SR	-55.572222	3.888611	South America	No	Sign Language	sign1238	kaja1257	Kajana Sign Language	Kajana_Sign_Language	#F671A7
kajt1238	Greater Mesopotamia	Kajtak	NOCODE_Kajtak	language	NA	long_grammar	sout3260	Kajtak	nakh1245	Nakh-Daghestanian	nakh1245/dagh1238/darg1242/sout3260/kajt1238	NA	47.776611	42.052428	Eurasia	No	Nakh-Daghestanian	nakh1245	kajt1238	Kajtak	Kajtak	#C09B53
kamo1256	African Savannah	Kamona Bijogo	NOCODE_Kamona	language	NA	wordlist	bijo1239	Kamona Bijogo	atla1278	Atlantic-Congo	atla1278/nort3146/cent2230/bijo1239/kamo1256	GW	-16.29	11.525	Africa	No	Atlantic-Congo	atla1278	kamo1256	Kamona Bijogo	Kamona_Bijogo	#D38D93
kani1283	Oceania	Kaniet-Dempwolff	NOCODE_Kaniet-Dempwolff	language	extinct	wordlist	anch1239	Kaniet-Dempwolff	aust1307	Austronesian	aust1307/mala1545/cent2237/east2712/ocea1241/admi1239/west2532/anch1239/kani1283	PG	145.543794	-0.892611	Papunesia	No	Austronesian	aust1307	kani1283	KanietDempwolff	KanietDempwolff	#25EFE8
kank1244	NE South America	Kankuamo	NOCODE_Kankuamo	language	extinct	wordlist	east2572	Kankuamo	chib1249	Chibchan	chib1249/core1252/magd1236/nort3000/arhu1241/east2571/east2572/kank1244	CO	-73.357544	10.750207	South America	No	Chibchan	chib1249	kank1244	Kankuamo	Kankuamo	#F5CAEF
kari1312	NE South America	Karipuna	NOCODE_Karipuna	language	extinct	wordlist	boli1261	Karipuna	pano1259	Pano-Tacanan	pano1259/pano1256/main1279/pano1257/boli1261/kari1312	BR	-65.5	-10	South America	No	Pano-Tacanan	pano1259	kari1312	Karipuna	Karipuna	#28C3A6
kawa1290	N Australia	Kawarrang-Ogh Undjan	NOCODE_Kawarrang-Ogh-Undjan	language	extinct	grammar_sketch	kunj1248	Kawarrang-Ogh Undjan	pama1250	Pama-Nyungan	pama1250/pama1251/alay1234/kunj1248/kawa1290	AU	142.5	-16.1	Australia	No	Pama-Nyungan	pama1250	kawa1290	KawarrangOgh Undjan	KawarrangOgh_Undjan	#E4DAF7
kemp1234	S Africa	Kempee	NOCODE_Kempee	language	NA	wordlist	boma1248	Kempee	atla1278	Atlantic-Congo	atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/yanz1243/boma1248/kemp1234	CD	18	-2.3	Africa	No	Atlantic-Congo	atla1278	kemp1234	Kempee	Kempee	#D38D93
kere1299	Basin and Plains	Keresan Pueblo Indian Sign Language	NOCODE_Keresan-Pueblo-Sign	language	NA	minimal	vill1244	Keresan Pueblo Indian Sign Language	sign1238	Sign Language	sign1238/vill1244/kere1299	US	-106.723333	35.503611	North America	No	Sign Language	sign1238	kere1299	Keresan Pueblo Indian Sign Language	Keresan_Pueblo_Indian_Sign_Language	#F671A7
kham1281	Inner Asia	Khamnigan Mongol	NOCODE_Khamnigan-Mongol	language	moribund	grammar_sketch	oira1260	Khamnigan Mongol	mong1329	Mongolic	mong1329/oira1260/kham1281	CN	117	49	Eurasia	No	Mongolic	mong1329	kham1281	Khamnigan Mongol	Khamnigan_Mongol	#8BAB6B
khol1241	Greater Mesopotamia	Kholosi	NOCODE_Kholosi	language	NA	wordlist	uncl1504	Kholosi	indo1319	Indo-European	indo1319/indo1320/indo1321/indo1324/sind1278/sind1279/uncl1504/khol1241	IR	54.295807	27.119682	Eurasia	No	Indo-European	indo1319	khol1241	Kholosi	Kholosi	#D0E889
kile1243	Inner Asia	Kilen	NOCODE_Kilen	language	moribund	grammar	cent2235	Kilen	tung1282	Tungusic	tung1282/east2366/cent2235/kile1243	CN	132.48	47.585	Eurasia	No	Tungusic	tung1282	kile1243	Kilen	Kilen	#ED9DD8
