lang,num,cell_1,cell_2,correct,total,nvar,nph,nmarkers,n_pairs
ang,500,GEN;SG,ACC;SG,715,1044,3.3424657534246576,3.3835616438356166,2.3013698630136985,28
ang,500,GEN;SG,DAT;PL,659,1007,3.2954545454545454,5.284090909090909,3.0113636363636362,28
ang,500,GEN;SG,DAT;SG,929,1019,4.451612903225806,3.935483870967742,3.129032258064516,28
ang,500,GEN;SG,NOM;SG,684,1009,2.8641975308641974,3.962962962962963,2.1728395061728394,28
ang,500,NOM;PL,ACC;PL,722,1288,3.018867924528302,12.283018867924529,3.7169811320754715,28
ang,500,NOM;PL,ACC;SG,662,1162,3.296551724137931,4.2827586206896555,2.6551724137931036,28
ang,500,NOM;PL,DAT;PL,728,1147,3.6210526315789475,5.673684210526316,3.1894736842105265,28
ang,500,NOM;PL,DAT;SG,784,1137,3.6814159292035398,5.592920353982301,3.495575221238938,28
ang,500,NOM;PL,GEN;PL,810,1146,3.6263736263736264,4.395604395604396,3.021978021978022,28
ang,500,NOM;PL,GEN;SG,783,1148,4.030534351145038,5.236641221374046,3.4885496183206106,28
ang,500,NOM;PL,NOM;SG,719,1127,3.246376811594203,3.760869565217391,2.4057971014492754,28
aze,200,ABL;PL,ABL;SG,398,400,4.666666666666667,3.3333333333333335,1.3333333333333333,45
aze,200,ABL;PL,DEF;ACC;PL,600,600,4,4.8,3.2,45
aze,200,ABL;PL,DEF;GEN;PL,400,400,4,3,2,45
aze,200,ABL;PL,DEF;GEN;SG,336,400,4.3076923076923075,6.846153846153846,1.9230769230769231,45
aze,200,ABL;PL,NOM;PL,400,400,2,3,1,45
aze,200,ABL;PL,NOM;SG,384,400,2,6,1,45
aze,200,DEF;ACC;PL,ABL;SG,597,600,6.222222222222222,7.111111111111111,5.777777777777778,45
aze,200,DEF;ACC;PL,DEF;GEN;PL,600,600,2.8,3.2,2.4,45
aze,200,DEF;ACC;PL,DEF;GEN;SG,514,600,3.6923076923076925,8.666666666666666,3.0256410256410255,45
aze,200,DEF;ACC;PL,NOM;PL,600,600,2.6666666666666665,1.3333333333333333,1.3333333333333333,45
aze,200,DEF;ACC;PL,NOM;SG,584,600,2.6666666666666665,5.333333333333333,1.3333333333333333,45
aze,200,DEF;ACC;SG,ABL;PL,507,600,4.848484848484849,9.727272727272727,3.5454545454545454,45
aze,200,DEF;ACC;SG,ABL;SG,507,600,5.0588235294117645,5.735294117647059,3.676470588235294,45
aze,200,DEF;ACC;SG,DEF;ACC;PL,691,800,6.782608695652174,10.26086956521739,4.869565217391305,45
aze,200,DEF;ACC;SG,DEF;GEN;PL,510,600,5.575757575757576,7.606060606060606,3.6666666666666665,45
aze,200,DEF;ACC;SG,DEF;GEN;SG,544,600,2.9411764705882355,4.705882352941177,2.823529411764706,45
aze,200,DEF;ACC;SG,LOC;SG,521,600,4.387096774193548,4.838709677419355,3.032258064516129,45
aze,200,DEF;ACC;SG,NOM;PL,517,600,4.387096774193548,6.258064516129032,3.6129032258064515,45
aze,200,DEF;ACC;SG,NOM;SG,509,600,2.787878787878788,3.0303030303030303,1.9393939393939394,45
aze,200,DEF;GEN;PL,ABL;SG,398,400,6.666666666666667,4.333333333333333,3.3333333333333335,45
aze,200,DEF;GEN;PL,NOM;PL,400,400,2,2,1,45
aze,200,DEF;GEN;SG,ABL;SG,338,400,4.428571428571429,3.857142857142857,2,45
aze,200,DEF;GEN;SG,DEF;GEN;PL,339,400,4.153846153846154,4.923076923076923,1.8461538461538463,45
aze,200,DEF;GEN;SG,NOM;PL,340,400,2.3076923076923075,5.846153846153846,2,45
aze,200,DEF;GEN;SG,NOM;SG,331,400,2.1538461538461537,2.8461538461538463,1.3076923076923077,45
aze,200,LOC;PL,ABL;PL,400,400,2,1,1,45
aze,200,LOC;PL,ABL;SG,398,400,4.666666666666667,6.333333333333333,4.333333333333333,45
aze,200,LOC;PL,DEF;ACC;PL,600,600,4,3.4,2.6,45
aze,200,LOC;PL,DEF;ACC;SG,516,600,4.363636363636363,8.818181818181818,3.5454545454545454,45
aze,200,LOC;PL,DEF;GEN;PL,400,400,2,4,2,45
aze,200,LOC;PL,DEF;GEN;SG,336,400,2.3076923076923075,7.846153846153846,2,45
aze,200,LOC;PL,LOC;SG,400,400,4,3,1,45
aze,200,LOC;PL,NOM;PL,400,400,2,2,1,45
aze,200,LOC;PL,NOM;SG,384,400,2,5,1,45
aze,200,LOC;SG,ABL;PL,400,400,4,4,2,45
aze,200,LOC;SG,ABL;SG,398,400,3,1.5,1.5,45
aze,200,LOC;SG,DEF;ACC;PL,600,600,5.333333333333333,5.333333333333333,4,45
aze,200,LOC;SG,DEF;GEN;PL,400,400,4,5,3,45
aze,200,LOC;SG,DEF;GEN;SG,342,400,2.3076923076923075,4.846153846153846,2,45
aze,200,LOC;SG,NOM;PL,400,400,4,3,3,45
aze,200,LOC;SG,NOM;SG,384,400,2,2,1,45
aze,200,NOM;PL,ABL;SG,398,400,5,4.5,4.5,45
aze,200,NOM;SG,ABL;SG,382,400,2.6666666666666665,3.3333333333333335,1.3333333333333333,45
aze,200,NOM;SG,DEF;GEN;PL,384,400,2,5,1,45
aze,200,NOM;SG,NOM;PL,384,400,2,3,1,45
aze,500,ABL;PL,ABL;SG,664,668,4.5,3.75,1.5,45
aze,500,ABL;PL,DEF;ACC;PL,1002,1002,4,4.8,3.2,45
aze,500,ABL;PL,DEF;GEN;PL,668,668,4,3,2,45
aze,500,ABL;PL,DEF;GEN;SG,572,668,4.428571428571429,6.928571428571429,2.0714285714285716,45
aze,500,ABL;PL,NOM;PL,666,668,2,3.3333333333333335,1,45
aze,500,ABL;PL,NOM;SG,644,668,2,7,1.3333333333333333,45
aze,500,DEF;ACC;PL,ABL;SG,996,1002,6.833333333333333,7.5,5.5,45
aze,500,DEF;ACC;PL,DEF;GEN;PL,1002,1002,2.8,3.2,2.4,45
aze,500,DEF;ACC;PL,DEF;GEN;SG,860,1002,3.8095238095238093,8.80952381,3.0952380952380953,45
aze,500,DEF;ACC;PL,NOM;PL,999,1002,2.6666666666666665,1.7777777777777777,1.3333333333333333,45
aze,500,DEF;ACC;PL,NOM;SG,977,1002,2.6666666666666665,6.666666666666667,1.7777777777777777,45
aze,500,DEF;ACC;SG,ABL;PL,870,1002,5,9.833333333333334,3.7222222222222223,45
aze,500,DEF;ACC;SG,ABL;SG,872,1002,5.0588235294117645,5.735294117647059,3.676470588235294,45
aze,500,DEF;ACC;SG,DEF;ACC;PL,1168,1336,6.88,10.48,5.04,45
aze,500,DEF;ACC;SG,DEF;GEN;PL,876,1002,5.555555555555555,7.861111111111111,3.8055555555555554,45
aze,500,DEF;ACC;SG,DEF;GEN;SG,905,1002,2.9411764705882355,4.705882352941177,2.823529411764706,45
aze,500,DEF;ACC;SG,LOC;SG,887,1002,4.387096774193548,4.838709677419355,3.032258064516129,45
aze,500,DEF;ACC;SG,NOM;PL,880,1002,4.352941176470588,6.4411764705882355,3.6176470588235294,45
aze,500,DEF;ACC;SG,NOM;SG,874,1002,2.789473684210526,3.210526315789474,1.9736842105263157,45
aze,500,DEF;GEN;PL,ABL;SG,664,668,6.5,5.25,3.5,45
aze,500,DEF;GEN;PL,NOM;PL,666,668,2,2.3333333333333335,1,45
aze,500,DEF;GEN;SG,ABL;SG,574,668,4.428571428571429,3.857142857142857,2,45
aze,500,DEF;GEN;SG,DEF;GEN;PL,577,668,4.285714285714286,5.071428571428571,2,45
aze,500,DEF;GEN;SG,NOM;PL,573,668,2.2857142857142856,6,2,45
aze,500,DEF;GEN;SG,NOM;SG,564,668,2.3076923076923075,2.8461538461538463,1.3076923076923077,45
aze,500,LOC;PL,ABL;PL,668,668,2,1,1,45
aze,500,LOC;PL,ABL;SG,664,668,4.5,6.25,4,45
aze,500,LOC;PL,DEF;ACC;PL,1002,1002,4,3.4,2.6,45
aze,500,LOC;PL,DEF;ACC;SG,881,1002,4.555555555555555,8.888888889,3.6666666666666665,45
aze,500,LOC;PL,DEF;GEN;PL,668,668,2,4,2,45
aze,500,LOC;PL,DEF;GEN;SG,576,668,2.4285714285714284,7.928571428571429,2.142857142857143,45
aze,500,LOC;PL,LOC;SG,666,668,4,3.6666666666666665,1.3333333333333333,45
aze,500,LOC;PL,NOM;PL,666,668,2,2.3333333333333335,1,45
aze,500,LOC;PL,NOM;SG,644,668,2,6,1.3333333333333333,45
aze,500,LOC;SG,ABL;PL,666,668,4,4.666666666666667,2.3333333333333335,45
aze,500,LOC;SG,ABL;SG,666,668,3,1.5,1.5,45
aze,500,LOC;SG,DEF;ACC;PL,999,1002,5.777777777777778,6.666666666666667,4.222222222222222,45
aze,500,LOC;SG,DEF;GEN;PL,666,668,4,6.333333333333333,3.3333333333333335,45
aze,500,LOC;SG,DEF;GEN;SG,579,668,2.3076923076923075,4.846153846153846,2,45
aze,500,LOC;SG,NOM;PL,666,668,4,4.5,3,45
aze,500,LOC;SG,NOM;SG,643,668,2,2.3333333333333335,1,45
aze,500,NOM;PL,ABL;SG,664,668,4.666666666666667,5.333333333333333,4.333333333333333,45
aze,500,NOM;SG,ABL;SG,641,668,2.5,3.5,1.25,45
aze,500,NOM;SG,DEF;GEN;PL,644,668,2,6,1.3333333333333333,45
aze,500,NOM;SG,NOM;PL,644,668,2,3.6666666666666665,1.3333333333333333,45
bak,1000,ABL;SG,ABL;PL,1535,1620,4.4,3.2,1.6,55
bak,1000,ABL;SG,DAT;PL,1607,1620,2.8,4,2.4,55
bak,1000,ABL;SG,DAT;SG,1892,2000,3.6,3,2.6,55
bak,1000,ABL;SG,DEF;ACC;PL,1611,1620,2.8,4,2.4,55
bak,1000,ABL;SG,DEF;ACC;SG,1982,2000,2,3,2,55
bak,1000,ABL;SG,DEF;GEN;PL,1611,1620,2.8,4.8,2.4,55
bak,1000,ABL;SG,DEF;GEN;SG,1983,2000,2,4,2,55
bak,1000,ABL;SG,LOC;PL,1609,1620,2.8,4,2.4,55
bak,1000,ABL;SG,LOC;SG,1991,2000,2.6666666666666665,1.3333333333333333,1.3333333333333333,55
bak,1000,ABL;SG,NOM;PL,1612,1620,2.6666666666666665,2,2,55
bak,1000,DAT;PL,ABL;PL,1614,1620,4,3,3,55
bak,1000,DAT;SG,ABL;PL,1585,1620,4,6,3,55
bak,1000,DAT;SG,DAT;PL,1552,1620,4,3.5,1.5,55
bak,1000,DAT;SG,DEF;ACC;PL,1586,1620,4,5,3,55
bak,1000,DAT;SG,DEF;ACC;SG,1865,2000,2,3.6,1.8,55
bak,1000,DAT;SG,DEF;GEN;PL,1586,1620,4,6,3,55
bak,1000,DAT;SG,DEF;GEN;SG,1867,2000,2,4.6,1.8,55
bak,1000,DAT;SG,LOC;PL,1582,1620,4,5,3,55
bak,1000,DAT;SG,LOC;SG,1876,2000,3.6,2,1.8,55
bak,1000,DAT;SG,NOM;PL,1581,1620,4,3,3,55
bak,1000,DEF;ACC;PL,ABL;PL,1620,1620,2,3,2,55
bak,1000,DEF;ACC;PL,DAT;PL,1616,1620,2,4,2,55
bak,1000,DEF;ACC;PL,LOC;PL,1612,1620,2,2,2,55
bak,1000,DEF;ACC;PL,NOM;PL,1618,1620,2,2,1,55
bak,1000,DEF;ACC;SG,ABL;PL,1591,1620,3,6,2,55
bak,1000,DEF;ACC;SG,DAT;PL,1589,1620,2,6,2,55
bak,1000,DEF;ACC;SG,DEF;ACC;PL,1543,1620,3,5,1.75,55
bak,1000,DEF;ACC;SG,DEF;GEN;PL,1543,1620,3,6,2.25,55
bak,1000,DEF;ACC;SG,LOC;PL,1590,1620,2,6,2,55
bak,1000,DEF;ACC;SG,NOM;PL,1591,1620,2,4,2,55
bak,1000,DEF;GEN;PL,ABL;PL,1620,1620,2,4,2,55
bak,1000,DEF;GEN;PL,DAT;PL,1616,1620,2,5,2,55
bak,1000,DEF;GEN;PL,DEF;ACC;PL,1620,1620,2,1,1,55
bak,1000,DEF;GEN;PL,LOC;PL,1612,1620,2,3,2,55
bak,1000,DEF;GEN;PL,NOM;PL,1618,1620,2,3,1,55
bak,1000,DEF;GEN;SG,ABL;PL,1593,1620,3,7,2,55
bak,1000,DEF;GEN;SG,DAT;PL,1591,1620,2,7,2,55
bak,1000,DEF;GEN;SG,DEF;ACC;PL,1593,1620,3,6,2.25,55
bak,1000,DEF;GEN;SG,DEF;ACC;SG,2000,2000,2,1,1,55
bak,1000,DEF;GEN;SG,DEF;GEN;PL,1535,1620,4,5,1.75,55
bak,1000,DEF;GEN;SG,LOC;PL,1592,1620,2,7,2,55
bak,1000,DEF;GEN;SG,LOC;SG,1964,2000,2,4,2,55
bak,1000,DEF;GEN;SG,NOM;PL,1593,1620,2,5,2,55
bak,1000,LOC;PL,ABL;PL,1613,1620,2,0.5,0.5,55
bak,1000,LOC;PL,DAT;PL,1613,1620,4,2,2,55
bak,1000,LOC;PL,NOM;PL,1615,1620,2,2,1,55
bak,1000,LOC;SG,ABL;PL,1606,1620,2,2.6666666666666665,0.6666666666666666,55
bak,1000,LOC;SG,DAT;PL,1604,1620,2,2,0.6666666666666666,55
bak,1000,LOC;SG,DEF;ACC;PL,1606,1620,2,2,0.6666666666666666,55
bak,1000,LOC;SG,DEF;ACC;SG,1958,2000,2,3,2,55
bak,1000,LOC;SG,DEF;GEN;PL,1606,1620,2,2.6666666666666665,0.6666666666666666,55
bak,1000,LOC;SG,LOC;PL,1605,1620,2,2,0.6666666666666666,55
bak,1000,LOC;SG,NOM;PL,1600,1620,2,0.5,0.5,55
bak,1000,NOM;PL,ABL;PL,1613,1620,2,2,0.6666666666666666,55
bak,1000,NOM;PL,DAT;PL,1611,1620,2,1.3333333333333333,0.6666666666666666,55
bak,200,ABL;SG,ABL;PL,299,314,4.4,3.2,1.6,55
bak,200,ABL;SG,DAT;PL,309,314,3,5,3,55
bak,200,ABL;SG,DAT;SG,353,400,3.6,3,2.6,55
bak,200,ABL;SG,DEF;ACC;PL,311,314,3,5,3,55
bak,200,ABL;SG,DEF;ACC;SG,383,400,2,3,2,55
bak,200,ABL;SG,DEF;GEN;PL,311,314,3,6,3,55
bak,200,ABL;SG,DEF;GEN;SG,384,400,2,4,2,55
bak,200,ABL;SG,LOC;PL,309,314,3,5,3,55
bak,200,ABL;SG,LOC;SG,399,400,3,2,2,55
bak,200,ABL;SG,NOM;PL,312,314,3,3,3,55
bak,200,DAT;PL,ABL;PL,311,314,4,3,3,55
bak,200,DAT;SG,ABL;PL,289,314,4,6,3,55
bak,200,DAT;SG,DAT;PL,280,314,4,3.5,1.5,55
bak,200,DAT;SG,DEF;ACC;PL,290,314,4,5,3,55
bak,200,DAT;SG,DEF;ACC;SG,341,400,2,3.764705882352941,1.8823529411764706,55
bak,200,DAT;SG,DEF;GEN;PL,289,314,4,6,3,55
bak,200,DAT;SG,DEF;GEN;SG,346,400,2,4.764705882352941,1.8823529411764706,55
bak,200,DAT;SG,LOC;PL,288,314,4,5,3,55
bak,200,DAT;SG,LOC;SG,350,400,3.6,2,1.8,55
bak,200,DAT;SG,NOM;PL,287,314,4,3,3,55
bak,200,DEF;ACC;PL,ABL;PL,313,314,2,3,2,55
bak,200,DEF;ACC;PL,DAT;PL,312,314,2,4,2,55
bak,200,DEF;ACC;PL,LOC;PL,312,314,2,2,2,55
bak,200,DEF;ACC;PL,NOM;PL,312,314,2,2,1,55
bak,200,DEF;ACC;SG,ABL;PL,301,314,2.857142857142857,6,2,55
bak,200,DEF;ACC;SG,DAT;PL,300,314,2,5.857142857142857,2,55
bak,200,DEF;ACC;SG,DEF;ACC;PL,289,314,3.142857142857143,4.714285714285714,1.7142857142857142,55
bak,200,DEF;ACC;SG,DEF;GEN;PL,289,314,3.142857142857143,5.714285714285714,2.2857142857142856,55
bak,200,DEF;ACC;SG,LOC;PL,300,314,2,5.857142857142857,2,55
bak,200,DEF;ACC;SG,NOM;PL,303,314,2,3.857142857142857,2,55
bak,200,DEF;GEN;PL,ABL;PL,313,314,2,4,2,55
bak,200,DEF;GEN;PL,DAT;PL,312,314,2,5,2,55
bak,200,DEF;GEN;PL,DEF;ACC;PL,314,314,2,1,1,55
bak,200,DEF;GEN;PL,LOC;PL,312,314,2,3,2,55
bak,200,DEF;GEN;PL,NOM;PL,312,314,2,3,1,55
bak,200,DEF;GEN;SG,ABL;PL,302,314,2.857142857142857,7,2,55
bak,200,DEF;GEN;SG,DAT;PL,301,314,2,6.857142857142857,2,55
bak,200,DEF;GEN;SG,DEF;ACC;PL,303,314,3.142857142857143,5.714285714285714,2.2857142857142856,55
bak,200,DEF;GEN;SG,DEF;ACC;SG,400,400,2,1,1,55
bak,200,DEF;GEN;SG,DEF;GEN;PL,288,314,4,4.714285714285714,1.7142857142857142,55
bak,200,DEF;GEN;SG,LOC;PL,301,314,2,6.857142857142857,2,55
bak,200,DEF;GEN;SG,LOC;SG,381,400,2,4,2,55
bak,200,DEF;GEN;SG,NOM;PL,304,314,2,4.857142857142857,2,55
bak,200,LOC;PL,ABL;PL,312,314,2,0.5,0.5,55
bak,200,LOC;PL,DAT;PL,310,314,4,2,2,55
bak,200,LOC;PL,NOM;PL,310,314,2,2,1,55
bak,200,LOC;SG,ABL;PL,309,314,2,2.6666666666666665,0.6666666666666666,55
bak,200,LOC;SG,DAT;PL,307,314,2,2,0.6666666666666666,55
bak,200,LOC;SG,DEF;ACC;PL,309,314,2,2,0.6666666666666666,55
bak,200,LOC;SG,DEF;ACC;SG,378,400,2,3,2,55
bak,200,LOC;SG,DEF;GEN;PL,309,314,2,2.6666666666666665,0.6666666666666666,55
bak,200,LOC;SG,LOC;PL,307,314,2,2,0.6666666666666666,55
bak,200,LOC;SG,NOM;PL,306,314,2,0.5,0.5,55
bak,200,NOM;PL,ABL;PL,310,314,2,2,0.6666666666666666,55
bak,200,NOM;PL,DAT;PL,308,314,2,1.3333333333333333,0.6666666666666666,55
bak,2000,ABL;SG,ABL;PL,1651,1742,4.4,3.2,1.6,55
bak,2000,ABL;SG,DAT;PL,1726,1742,2.8,4,2.4,55
bak,2000,ABL;SG,DAT;SG,2040,2164,3.6,3,2.6,55
bak,2000,ABL;SG,DEF;ACC;PL,1729,1742,2.8,4,2.4,55
bak,2000,ABL;SG,DEF;ACC;SG,2144,2164,2,3,2,55
bak,2000,ABL;SG,DEF;GEN;PL,1729,1742,2.8,4.8,2.4,55
bak,2000,ABL;SG,DEF;GEN;SG,2146,2164,2,4,2,55
bak,2000,ABL;SG,LOC;PL,1727,1742,2.8,4,2.4,55
bak,2000,ABL;SG,LOC;SG,2151,2164,2.6666666666666665,1.3333333333333333,1.3333333333333333,55
bak,2000,ABL;SG,NOM;PL,1730,1742,2.6666666666666665,2,2,55
bak,2000,DAT;PL,ABL;PL,1737,1742,4,3,3,55
bak,2000,DAT;SG,ABL;PL,1699,1742,4,6,3,55
bak,2000,DAT;SG,DAT;PL,1661,1742,4,3.5,1.5,55
bak,2000,DAT;SG,DEF;ACC;PL,1700,1742,4,5,3,55
bak,2000,DAT;SG,DEF;ACC;SG,2011,2164,2,3.6,1.8,55
bak,2000,DAT;SG,DEF;GEN;PL,1700,1742,4,6,3,55
bak,2000,DAT;SG,DEF;GEN;SG,2014,2164,2,4.6,1.8,55
bak,2000,DAT;SG,LOC;PL,1697,1742,4,5,3,55
bak,2000,DAT;SG,LOC;SG,2022,2164,3.6,2,1.8,55
bak,2000,DAT;SG,NOM;PL,1696,1742,4,3,3,55
bak,2000,DEF;ACC;PL,ABL;PL,1740,1742,2,3,2,55
bak,2000,DEF;ACC;PL,DAT;PL,1739,1742,2,4,2,55
bak,2000,DEF;ACC;PL,LOC;PL,1731,1742,2,2,2,55
bak,2000,DEF;ACC;PL,NOM;PL,1740,1742,2,2,1,55
bak,2000,DEF;ACC;SG,ABL;PL,1713,1742,2.75,6.25,2,55
bak,2000,DEF;ACC;SG,DAT;PL,1711,1742,2,6,2,55
bak,2000,DEF;ACC;SG,DEF;ACC;PL,1659,1742,3,5,1.75,55
bak,2000,DEF;ACC;SG,DEF;GEN;PL,1661,1742,3,6,2.25,55
bak,2000,DEF;ACC;SG,LOC;PL,1713,1742,2,6,2,55
bak,2000,DEF;ACC;SG,NOM;PL,1714,1742,2,4,2,55
bak,2000,DEF;GEN;PL,ABL;PL,1742,1742,2,4,2,55
bak,2000,DEF;GEN;PL,DAT;PL,1739,1742,2,5,2,55
bak,2000,DEF;GEN;PL,DEF;ACC;PL,1742,1742,2,1,1,55
bak,2000,DEF;GEN;PL,LOC;PL,1733,1742,2,3,2,55
bak,2000,DEF;GEN;PL,NOM;PL,1740,1742,2,3,1,55
bak,2000,DEF;GEN;SG,ABL;PL,1715,1742,3,7,2,55
bak,2000,DEF;GEN;SG,DAT;PL,1713,1742,2,7,2,55
bak,2000,DEF;GEN;SG,DEF;ACC;PL,1715,1742,3,6,2.25,55
bak,2000,DEF;GEN;SG,DEF;ACC;SG,2164,2164,2,1,1,55
bak,2000,DEF;GEN;SG,DEF;GEN;PL,1651,1742,4,5,1.75,55
bak,2000,DEF;GEN;SG,LOC;PL,1715,1742,2,7,2,55
bak,2000,DEF;GEN;SG,LOC;SG,2129,2164,2,4,2,55
bak,2000,DEF;GEN;SG,NOM;PL,1716,1742,2,5,2,55
bak,2000,LOC;PL,ABL;PL,1734,1742,2,0.5,0.5,55
bak,2000,LOC;PL,DAT;PL,1737,1742,4,2,2,55
bak,2000,LOC;PL,NOM;PL,1738,1742,2,2,1,55
bak,2000,LOC;SG,ABL;PL,1725,1742,2,2.6666666666666665,0.6666666666666666,55
bak,2000,LOC;SG,DAT;PL,1725,1742,2,2,0.6666666666666666,55
bak,2000,LOC;SG,DEF;ACC;PL,1725,1742,2,2,0.6666666666666666,55
bak,2000,LOC;SG,DEF;ACC;SG,2122,2164,2,3,2,55
bak,2000,LOC;SG,DEF;GEN;PL,1726,1742,2,2.6666666666666665,0.6666666666666666,55
bak,2000,LOC;SG,LOC;PL,1725,1742,2,2,0.6666666666666666,55
bak,2000,LOC;SG,NOM;PL,1722,1742,2,0.5,0.5,55
bak,2000,NOM;PL,ABL;PL,1735,1742,2,2,0.6666666666666666,55
bak,2000,NOM;PL,DAT;PL,1734,1742,2,1.3333333333333333,0.6666666666666666,55
bak,500,ABL;SG,ABL;PL,793,816,4.4,3.2,1.6,55
bak,500,ABL;SG,DAT;PL,814,816,3,5,3,55
bak,500,ABL;SG,DAT;SG,938,1000,3.6,3,2.6,55
bak,500,ABL;SG,DEF;ACC;PL,815,816,3,5,3,55
bak,500,ABL;SG,DEF;ACC;SG,974,1000,2,3,2,55
bak,500,ABL;SG,DEF;GEN;PL,815,816,3,6,3,55
bak,500,ABL;SG,DEF;GEN;SG,975,1000,2,4,2,55
bak,500,ABL;SG,LOC;PL,813,816,3,5,3,55
bak,500,ABL;SG,LOC;SG,995,1000,3,2,2,55
bak,500,ABL;SG,NOM;PL,814,816,3,3,3,55
bak,500,DAT;PL,ABL;PL,812,816,4,3,3,55
bak,500,DAT;SG,ABL;PL,799,816,4,6,3,55
bak,500,DAT;SG,DAT;PL,783,816,4,3.5,1.5,55
bak,500,DAT;SG,DEF;ACC;PL,799,816,4,5,3,55
bak,500,DAT;SG,DEF;ACC;SG,915,1000,2,3.6842105263157894,1.8421052631578947,55
bak,500,DAT;SG,DEF;GEN;PL,800,816,4,6,3,55
bak,500,DAT;SG,DEF;GEN;SG,916,1000,2,4.684210526315789,1.8421052631578947,55
bak,500,DAT;SG,LOC;PL,797,816,4,5,3,55
bak,500,DAT;SG,LOC;SG,934,1000,3.6,2,1.8,55
bak,500,DAT;SG,NOM;PL,796,816,4,3,3,55
bak,500,DEF;ACC;PL,ABL;PL,815,816,2,3,2,55
bak,500,DEF;ACC;PL,DAT;PL,815,816,2,4,2,55
bak,500,DEF;ACC;PL,LOC;PL,815,816,2,2,2,55
bak,500,DEF;ACC;PL,NOM;PL,815,816,2,2,1,55
bak,500,DEF;ACC;SG,ABL;PL,793,816,3,6,2,55
bak,500,DEF;ACC;SG,DAT;PL,792,816,2,6,2,55
bak,500,DEF;ACC;SG,DEF;ACC;PL,774,816,3,5,1.75,55
bak,500,DEF;ACC;SG,DEF;GEN;PL,773,816,3,6,2.25,55
bak,500,DEF;ACC;SG,LOC;PL,792,816,2,6,2,55
bak,500,DEF;ACC;SG,NOM;PL,793,816,2,4,2,55
bak,500,DEF;GEN;PL,ABL;PL,815,816,2,4,2,55
bak,500,DEF;GEN;PL,DAT;PL,815,816,2,5,2,55
bak,500,DEF;GEN;PL,DEF;ACC;PL,816,816,2,1,1,55
bak,500,DEF;GEN;PL,LOC;PL,815,816,2,3,2,55
bak,500,DEF;GEN;PL,NOM;PL,815,816,2,3,1,55
bak,500,DEF;GEN;SG,ABL;PL,793,816,3,7,2,55
bak,500,DEF;GEN;SG,DAT;PL,792,816,2,7,2,55
bak,500,DEF;GEN;SG,DEF;ACC;PL,795,816,3,6,2.25,55
bak,500,DEF;GEN;SG,DEF;ACC;SG,1000,1000,2,1,1,55
bak,500,DEF;GEN;SG,DEF;GEN;PL,769,816,4,5,1.75,55
bak,500,DEF;GEN;SG,LOC;PL,792,816,2,7,2,55
bak,500,DEF;GEN;SG,LOC;SG,967,1000,2,4,2,55
bak,500,DEF;GEN;SG,NOM;PL,793,816,2,5,2,55
bak,500,LOC;PL,ABL;PL,812,816,2,0.5,0.5,55
bak,500,LOC;PL,DAT;PL,814,816,4,2,2,55
bak,500,LOC;PL,NOM;PL,814,816,2,2,1,55
bak,500,LOC;SG,ABL;PL,809,816,2,2.6666666666666665,0.6666666666666666,55
bak,500,LOC;SG,DAT;PL,807,816,2,2,0.6666666666666666,55
bak,500,LOC;SG,DEF;ACC;PL,809,816,2,2,0.6666666666666666,55
bak,500,LOC;SG,DEF;ACC;SG,961,1000,2,3,2,55
bak,500,LOC;SG,DEF;GEN;PL,809,816,2,2.6666666666666665,0.6666666666666666,55
bak,500,LOC;SG,LOC;PL,807,816,2,2,0.6666666666666666,55
bak,500,LOC;SG,NOM;PL,803,816,2,0.5,0.5,55
bak,500,NOM;PL,ABL;PL,809,816,2,2,0.6666666666666666,55
bak,500,NOM;PL,DAT;PL,807,816,2,1.3333333333333333,0.6666666666666666,55
bel,1000,ACC;PL,ACC;SG,451,862,3.5137254901960784,3.7254901960784315,2.9607843137254903,66
bel,1000,ACC;PL,DAT;PL,626,863,3.5,5.12037037,3.111111111111111,66
bel,1000,ACC;PL,DAT;SG,458,861,3.248826291079812,4.352112676056338,3.1690140845070425,66
bel,1000,ACC;PL,ESS;PL,615,863,3.5090909090909093,5.127272727272727,3.1545454545454548,66
bel,1000,ACC;PL,GEN;SG,441,865,3.48,4.06,3.165,66
bel,1000,ACC;PL,INS;PL,609,863,3.8813559322033897,5.703389830508475,2.8220338983050848,66
bel,1000,ACC;PL,INS;SG,463,862,3.6551724137931036,4.635467980295567,3.270935960591133,66
bel,1000,ACC;PL,NOM;PL,514,862,3.625,5.15,3.2625,66
bel,1000,ACC;PL,NOM;SG,388,858,3.556390977443609,3.6165413533834587,2.887218045112782,66
bel,1000,ACC;SG,DAT;PL,489,859,4,4.534653465346534,3.1534653465346536,66
bel,1000,ACC;SG,DAT;SG,694,1023,3.130890052356021,3.492146596858639,2.748691099,66
bel,1000,ACC;SG,ESS;PL,480,859,3.9901477832512313,4.458128078817734,3.142857142857143,66
bel,1000,DAT;PL,DAT;SG,560,864,3.842696629213483,5.044943820224719,3.303370786516854,66
bel,1000,DAT;PL,ESS;PL,824,860,4.315789473684211,6.842105263157895,4.157894736842105,66
bel,1000,DAT;SG,ESS;PL,549,858,3.860465116,5.046511627906977,3.3372093023255816,66
bel,1000,ESS;SG,ACC;PL,419,857,3.076923076923077,4.493212669683258,3.085972850678733,66
bel,1000,ESS;SG,ACC;SG,599,1019,2.9827586206896552,3.3275862068965516,2.543103448275862,66
